review,label,tokens
tolong aktif fitur codnya,0,"['tolong', 'aktif', 'fitur', 'codnya']"
lazada payah tagih udh lunas paylater beku dipake limit pajang doang,0,"['lazada', 'payah', 'tagih', 'udh', 'lunas', 'paylater', 'beku', 'dipake', 'limit', 'pajang', 'doang']"
puas lazada iklan tv knpa nyuruh otomatis klik app lazada iklan tolong rangin deh ngertin peras orang gimna coba bayangin buka web lazada suruh download gilir udah instal maksa suruh masuk app najis bgt,0,"['puas', 'lazada', 'iklan', 'tv', 'knpa', 'nyuruh', 'otomatis', 'klik', 'app', 'lazada', 'iklan', 'tolong', 'rangin', 'deh', 'ngertin', 'peras', 'orang', 'gimna', 'coba', 'bayangin', 'buka', 'web', 'lazada', 'suruh', 'download', 'gilir', 'udah', 'instal', 'maksa', 'suruh', 'masuk', 'app', 'najis', 'bgt']"
iklan,0,['iklan']
aceh ongkos ongkir rb rb belanja,0,"['aceh', 'ongkos', 'ongkir', 'rb', 'rb', 'belanja']"
q g tunggak utang knp lazpaylater q g bs pake chat cs robot g pliss donk q member kemaren sore gda fasilitas komunikasi operator lazadanya,0,"['q', 'g', 'tunggak', 'utang', 'knp', 'lazpaylater', 'q', 'g', 'bs', 'pake', 'chat', 'cs', 'robot', 'g', 'pliss', 'donk', 'q', 'member', 'kemaren', 'sore', 'gda', 'fasilitas', 'komunikasi', 'operator', 'lazadanya']"
apk nggk tanggung ganti tgl estimasi tundan kirim tuju beli alami rugi pesan tunda kirim pdhl beli produk jual produk udh laku pesan pesan tunda sampe kali lazada nggk tanggung slow respon banget cs jt express expedisi respon,0,"['apk', 'nggk', 'tanggung', 'ganti', 'tgl', 'estimasi', 'tundan', 'kirim', 'tuju', 'beli', 'alami', 'rugi', 'pesan', 'tunda', 'kirim', 'pdhl', 'beli', 'produk', 'jual', 'produk', 'udh', 'laku', 'pesan', 'pesan', 'tunda', 'sampe', 'kali', 'lazada', 'nggk', 'tanggung', 'slow', 'respon', 'banget', 'cs', 'jt', 'express', 'expedisi', 'respon']"
kolo promosi aplikasi yandexx njayy ganggu,0,"['kolo', 'promosi', 'aplikasi', 'yandexx', 'njayy', 'ganggu']"
aplikasi lazada ngomongnya gratis ongkir tahu nggak nipu,0,"['aplikasi', 'lazada', 'ngomongnya', 'gratis', 'ongkir', 'tahu', 'nggak', 'nipu']"
sy tunggu barang sesuai pesan,0,"['sy', 'tunggu', 'barang', 'sesuai', 'pesan']"
lazada upgrade tolong bantu,0,"['lazada', 'upgrade', 'tolong', 'bantu']"
blm smpai,0,"['blm', 'smpai']"
iklan mana,0,"['iklan', 'mana']"
apl kecewa nggak unggah video sat komplain gagal komplain salah toko barang kirim rusak sat bukti video apl lazada kirim video gagal toko arang ngarang bukti tdak terima foto video cek kecewa rugi,0,"['apl', 'kecewa', 'nggak', 'unggah', 'video', 'sat', 'komplain', 'gagal', 'komplain', 'salah', 'toko', 'barang', 'kirim', 'rusak', 'sat', 'bukti', 'video', 'apl', 'lazada', 'kirim', 'video', 'gagal', 'toko', 'arang', 'ngarang', 'bukti', 'tdak', 'terima', 'foto', 'video', 'cek', 'kecewa', 'rugi']"
min akun hilang,0,"['min', 'akun', 'hilang']"
uang hilang barang kembali barang ribet cs lazada bodoh jual lazada byk tipu atu mgkn sengaja kerjasa ama dagang lazada nipu masyarakat indonesia,0,"['uang', 'hilang', 'barang', 'kembali', 'barang', 'ribet', 'cs', 'lazada', 'bodoh', 'jual', 'lazada', 'byk', 'tipu', 'atu', 'mgkn', 'sengaja', 'kerjasa', 'ama', 'dagang', 'lazada', 'nipu', 'masyarakat', 'indonesia']"
aplikasi ckup bags tpi sayang dlm aju pinjam tolak,0,"['aplikasi', 'ckup', 'bags', 'tpi', 'sayang', 'dlm', 'aju', 'pinjam', 'tolak']"
gimana lazada mesen sepatu ko datang sendal,0,"['gimana', 'lazada', 'mesen', 'sepatu', 'ko', 'datang', 'sendal']"
gimana ni apk mu bayar ccilan gk login gimna byar ccilan mna udah jatuh tempo,0,"['gimana', 'ni', 'apk', 'mu', 'bayar', 'ccilan', 'gk', 'login', 'gimna', 'byar', 'ccilan', 'mna', 'udah', 'jatuh', 'tempo']"
apasih buka situs pindah lazada,0,"['apasih', 'buka', 'situs', 'pindah', 'lazada']"
lambat,0,['lambat']
toko layan buruk,0,"['toko', 'layan', 'buruk']"
ongkirnya mahal pindah aplikasi belah ongkirnya murah,0,"['ongkirnya', 'mahal', 'pindah', 'aplikasi', 'belah', 'ongkirnya', 'murah']"
push ads,0,"['push', 'ads']"
marketplace parah banget mitra seller lazada susah ampun uang naikin produk walawalawala tepok jidad untung buntung iyah,0,"['marketplace', 'parah', 'banget', 'mitra', 'seller', 'lazada', 'susah', 'ampun', 'uang', 'naikin', 'produk', 'walawalawala', 'tepok', 'jidad', 'untung', 'buntung', 'iyah']"
alam buruk beli handphone pas kardus hp sat proses kembali dana respon kecewa hati oknum ajar moga karma,0,"['alam', 'buruk', 'beli', 'handphone', 'pas', 'kardus', 'hp', 'sat', 'proses', 'kembali', 'dana', 'respon', 'kecewa', 'hati', 'oknum', 'ajar', 'moga', 'karma']"
download,0,['download']
test layan,1,"['test', 'layan']"
apk jancok,0,"['apk', 'jancok']"
muas belanja lazada,0,"['muas', 'belanja', 'lazada']"
kasih bintang iklan resah sat buka browser gogle crome suka suruh download pas download coba udah mah suka belanja uang,0,"['kasih', 'bintang', 'iklan', 'resah', 'sat', 'buka', 'browser', 'gogle', 'crome', 'suka', 'suruh', 'download', 'pas', 'download', 'coba', 'udah', 'mah', 'suka', 'belanja', 'uang']"
aplikasi bohong beli hp harga jt hp udh rusak gk beli lazada mudah mudah jual lazada gk laku amin,0,"['aplikasi', 'bohong', 'beli', 'hp', 'harga', 'jt', 'hp', 'udh', 'rusak', 'gk', 'beli', 'lazada', 'mudah', 'mudah', 'jual', 'lazada', 'gk', 'laku', 'amin']"
sarangny tipu gda pemberitahuan barang besok nyampe mending pda belanja toko oren dah,0,"['sarangny', 'tipu', 'gda', 'pemberitahuan', 'barang', 'besok', 'nyampe', 'mending', 'pda', 'belanja', 'toko', 'oren', 'dah']"
maf turunin bintang lazada tanggung seller curang barang terima terang lazada paket hilang poko nyesel mudah sampe tipu sller,0,"['maf', 'turunin', 'bintang', 'lazada', 'tanggung', 'seller', 'curang', 'barang', 'terima', 'terang', 'lazada', 'paket', 'hilang', 'poko', 'nyesel', 'mudah', 'sampe', 'tipu', 'sller']"
nyaman buka gogle download games download lagu iklan lazada kesel pis,0,"['nyaman', 'buka', 'gogle', 'download', 'games', 'download', 'lagu', 'iklan', 'lazada', 'kesel', 'pis']"
cerita hutang lazbon jatuh tempo bayar eh lupa bayar pas besok pagi liat chat wa nomor kenal isi ngancam sebarin data ngancam kirim debt kolektor nagih ketawa perak sampe ngancam sebarin data kirim dc nagih bank nama segitunya tolong lazada nasabah member kapok karna laku staf gt,0,"['cerita', 'hutang', 'lazbon', 'jatuh', 'tempo', 'bayar', 'eh', 'lupa', 'bayar', 'pas', 'besok', 'pagi', 'liat', 'chat', 'wa', 'nomor', 'kenal', 'isi', 'ngancam', 'sebarin', 'data', 'ngancam', 'kirim', 'debt', 'kolektor', 'nagih', 'ketawa', 'perak', 'sampe', 'ngancam', 'sebarin', 'data', 'kirim', 'dc', 'nagih', 'bank', 'nama', 'segitunya', 'tolong', 'lazada', 'nasabah', 'member', 'kapok', 'karna', 'laku', 'staf', 'gt']"
aplikasi guna,0,"['aplikasi', 'guna']"
kecewa kirim,0,"['kecewa', 'kirim']"
gmn mw cancel psnan tb tb akun logout trs gbs msuk kluar tlisanterlalu bnyk permintan,0,"['gmn', 'mw', 'cancel', 'psnan', 'tb', 'tb', 'akun', 'logout', 'trs', 'gbs', 'msuk', 'kluar', 'tlisanterlalu', 'bnyk', 'permintan']"
malas pake lazada gk kaya shopi shopi beli ongkirnya kaya beli lazada ongkirnya kali beli,0,"['malas', 'pake', 'lazada', 'gk', 'kaya', 'shopi', 'shopi', 'beli', 'ongkirnya', 'kaya', 'beli', 'lazada', 'ongkirnya', 'kali', 'beli']"
gausah pake aplikasi mnding pake sophe bnyak bngt iklan trus voucher pake barngnya dtg sesuai ftonya lazada tipu,0,"['gausah', 'pake', 'aplikasi', 'mnding', 'pake', 'sophe', 'bnyak', 'bngt', 'iklan', 'trus', 'voucher', 'pake', 'barngnya', 'dtg', 'sesuai', 'ftonya', 'lazada', 'tipu']"
lazadalndonesia,1,['lazadalndonesia']
bacot iklan ganggu,0,"['bacot', 'iklan', 'ganggu']"
download harga murah ongkir murah voucer gratis ongkir chasback dll udah gk voucer chasback gratis ongkir auto uninstal pindah shope,0,"['download', 'harga', 'murah', 'ongkir', 'murah', 'voucer', 'gratis', 'ongkir', 'chasback', 'dll', 'udah', 'gk', 'voucer', 'chasback', 'gratis', 'ongkir', 'auto', 'uninstal', 'pindah', 'shope']"
buka apl gogle muncul iklan apl kecewa,0,"['buka', 'apl', 'gogle', 'muncul', 'iklan', 'apl', 'kecewa']"
aplikasi apan mksa iklan najisssssss,0,"['aplikasi', 'apan', 'mksa', 'iklan', 'najisssssss']"
buka lazada logout pas login susah bgt no aktif tolong baik logout login gampang login susah bgt udah masukin kode kecewa bgt liat pesan ribet,0,"['buka', 'lazada', 'logout', 'pas', 'login', 'susah', 'bgt', 'no', 'aktif', 'tolong', 'baik', 'logout', 'login', 'gampang', 'login', 'susah', 'bgt', 'udah', 'masukin', 'kode', 'kecewa', 'bgt', 'liat', 'pesan', 'ribet']"
pesan suruh ambil kurir,0,"['pesan', 'suruh', 'ambil', 'kurir']"
lazada aman,0,"['lazada', 'aman']"
aplikasi apan beli hp iphone benran kartu emas sudahh bayar mahal mahal lho inni gimana,0,"['aplikasi', 'apan', 'beli', 'hp', 'iphone', 'benran', 'kartu', 'emas', 'sudahh', 'bayar', 'mahal', 'mahal', 'lho', 'inni', 'gimana']"
gw suka kali download lagu lazada mending hapus lazada gw males udah download lagu,0,"['gw', 'suka', 'kali', 'download', 'lagu', 'lazada', 'mending', 'hapus', 'lazada', 'gw', 'males', 'udah', 'download', 'lagu']"
anjinnnggg iklannn gausah muncul website download tolollllll gw mo download gakkkk gara gara aplikasi tai promosi muncul kontoll,0,"['anjinnnggg', 'iklannn', 'gausah', 'muncul', 'website', 'download', 'tolollllll', 'gw', 'mo', 'download', 'gakkkk', 'gara', 'gara', 'aplikasi', 'tai', 'promosi', 'muncul', 'kontoll']"
admin lazada tolong retur batal proses paket udah toko barang tu ecek duh cepat jdi belanja langgan ni,0,"['admin', 'lazada', 'tolong', 'retur', 'batal', 'proses', 'paket', 'udah', 'toko', 'barang', 'tu', 'ecek', 'duh', 'cepat', 'jdi', 'belanja', 'langgan', 'ni']"
ribet iklan mulu apknya,0,"['ribet', 'iklan', 'mulu', 'apknya']"
mohon lazada baik jasa pengirimanya jt hadeh paket kirim pakai jt udh minggu order brng pakai jt jga jasa kirim hadeh paket hadeh kuril lainmh kya ninja van jne dn lex id slalu smpai sblm pkai jasa jt pedahal udh minggu tu paket sampe jga ampe paket blkng order udh smpe duluan,0,"['mohon', 'lazada', 'baik', 'jasa', 'pengirimanya', 'jt', 'hadeh', 'paket', 'kirim', 'pakai', 'jt', 'udh', 'minggu', 'order', 'brng', 'pakai', 'jt', 'jga', 'jasa', 'kirim', 'hadeh', 'paket', 'hadeh', 'kuril', 'lainmh', 'kya', 'ninja', 'van', 'jne', 'dn', 'lex', 'id', 'slalu', 'smpai', 'sblm', 'pkai', 'jasa', 'jt', 'pedahal', 'udh', 'minggu', 'tu', 'paket', 'sampe', 'jga', 'ampe', 'paket', 'blkng', 'order', 'udh', 'smpe', 'duluan']"
jelek jual bayar,0,"['jelek', 'jual', 'bayar']"
pengirimann lambattttttt,0,"['pengirimann', 'lambattttttt']"
bgs,1,['bgs']
ngisi alamat kayak nguras air laut pakek sendok ndak niat apliaksi ndak ngisi manual nggak,0,"['ngisi', 'alamat', 'kayak', 'nguras', 'air', 'laut', 'pakek', 'sendok', 'ndak', 'niat', 'apliaksi', 'ndak', 'ngisi', 'manual', 'nggak']"
login sulit kode otp masuk slalu gagal gk pake lsg uninstall,0,"['login', 'sulit', 'kode', 'otp', 'masuk', 'slalu', 'gagal', 'gk', 'pake', 'lsg', 'uninstall']"
batal otomatis sesuai tanggal lazada komitmen seller atur libur idul fitri seller tunggu barang beli proses kemas kirim mudah beli one tap and go lazadamanagementpayah,0,"['batal', 'otomatis', 'sesuai', 'tanggal', 'lazada', 'komitmen', 'seller', 'atur', 'libur', 'idul', 'fitri', 'seller', 'tunggu', 'barang', 'beli', 'proses', 'kemas', 'kirim', 'mudah', 'beli', 'one', 'tap', 'and', 'go', 'lazadamanagementpayah']"
belanja pas vocher ribu hilang sistem hilang,0,"['belanja', 'pas', 'vocher', 'ribu', 'hilang', 'sistem', 'hilang']"
aplikasi lazada bagus paket takdiantar jne ninja fan antar,0,"['aplikasi', 'lazada', 'bagus', 'paket', 'takdiantar', 'jne', 'ninja', 'fan', 'antar']"
ongkirnya,0,['ongkirnya']
amanah jujur,1,"['amanah', 'jujur']"
apk banyak iklan,0,"['apk', 'banyak', 'iklan']"
pesan batal chat live pingpong ulang kali langsung delete lazada muka bumi layan profesional salah jasa kirim langgan korban,0,"['pesan', 'batal', 'chat', 'live', 'pingpong', 'ulang', 'kali', 'langsung', 'delete', 'lazada', 'muka', 'bumi', 'layan', 'profesional', 'salah', 'jasa', 'kirim', 'langgan', 'korban']"
update ganggu bug akun suka logout ongkir mahal cari barang butuh susah,0,"['update', 'ganggu', 'bug', 'akun', 'suka', 'logout', 'ongkir', 'mahal', 'cari', 'barang', 'butuh', 'susah']"
benernya persen lazada estimasi jam jam sampe barang jelek nyesel pesan lazada selenggara jasa tpi tanggung tai toko online bangke sesuai iklan lazada aplikasi bangke,0,"['benernya', 'persen', 'lazada', 'estimasi', 'jam', 'jam', 'sampe', 'barang', 'jelek', 'nyesel', 'pesan', 'lazada', 'selenggara', 'jasa', 'tpi', 'tanggung', 'tai', 'toko', 'online', 'bangke', 'sesuai', 'iklan', 'lazada', 'aplikasi', 'bangke']"
klik link lazada mulu sat,0,"['klik', 'link', 'lazada', 'mulu', 'sat']"
aplikasi lazada sekrang buruk kmren mesen paket eh paket dateng gimana kurir rada bodoh paket batalin gimna tolong baik,0,"['aplikasi', 'lazada', 'sekrang', 'buruk', 'kmren', 'mesen', 'paket', 'eh', 'paket', 'dateng', 'gimana', 'kurir', 'rada', 'bodoh', 'paket', 'batalin', 'gimna', 'tolong', 'baik']"
males lazada iklann main game iklan lazada trus hp ngblank gk apain,0,"['males', 'lazada', 'iklann', 'main', 'game', 'iklan', 'lazada', 'trus', 'hp', 'ngblank', 'gk', 'apain']"
paket gerak normal kirim jalur kapal laut lazada barang jalan kaki uang iklan alangkah baik uang tambah karyawan,0,"['paket', 'gerak', 'normal', 'kirim', 'jalur', 'kapal', 'laut', 'lazada', 'barang', 'jalan', 'kaki', 'uang', 'iklan', 'alangkah', 'baik', 'uang', 'tambah', 'karyawan']"
anjing banget ni apk,0,"['anjing', 'banget', 'ni', 'apk']"
lazada lengkap bayar dukung bayar va bri,0,"['lazada', 'lengkap', 'bayar', 'dukung', 'bayar', 'va', 'bri']"
lazada mememekekekkekeke,0,"['lazada', 'mememekekekkekeke']"
toko lazmall nakal udah x nglamanin barang rusak kirim sen barang a kirim barang b toko lazmall retur jg nerima buruk lazada,0,"['toko', 'lazmall', 'nakal', 'udah', 'x', 'nglamanin', 'barang', 'rusak', 'kirim', 'sen', 'barang', 'a', 'kirim', 'barang', 'b', 'toko', 'lazmall', 'retur', 'jg', 'nerima', 'buruk', 'lazada']"
ajg apk,0,"['ajg', 'apk']"
iklan ngeselin,0,"['iklan', 'ngeselin']"
gk kagak ngiklan gogle sulit gua sat download file,0,"['gk', 'kagak', 'ngiklan', 'gogle', 'sulit', 'gua', 'sat', 'download', 'file']"
ikal lazada suka ganggu tinggal lazada kau,0,"['ikal', 'lazada', 'suka', 'ganggu', 'tinggal', 'lazada', 'kau']"
apk anj gw beli susah jaring udh bgus tetep loading blog,0,"['apk', 'anj', 'gw', 'beli', 'susah', 'jaring', 'udh', 'bgus', 'tetep', 'loading', 'blog']"
belanja sni kecewa trs kapok kapok kapok nyesel banget gratis ongkir murah klu slalu kecewa sedih nyesel banget senyesel senyeselnya kirim slalu ekspedisi rusak barang jalan mw tanggung return buang buang uang moga voucher gratis ongkir slalu malas belanja sni,0,"['belanja', 'sni', 'kecewa', 'trs', 'kapok', 'kapok', 'kapok', 'nyesel', 'banget', 'gratis', 'ongkir', 'murah', 'klu', 'slalu', 'kecewa', 'sedih', 'nyesel', 'banget', 'senyesel', 'senyeselnya', 'kirim', 'slalu', 'ekspedisi', 'rusak', 'barang', 'jalan', 'mw', 'tanggung', 'return', 'buang', 'buang', 'uang', 'moga', 'voucher', 'gratis', 'ongkir', 'slalu', 'malas', 'belanja', 'sni']"
aplikasi ndk jlas tekan link download masuk play store gangu,0,"['aplikasi', 'ndk', 'jlas', 'tekan', 'link', 'download', 'masuk', 'play', 'store', 'gangu']"
aplikasi haram,0,"['aplikasi', 'haram']"
tolong baik apps lazada kecwa tari saldo lazada udah hri mas dlm proses mohon respon devlopr,0,"['tolong', 'baik', 'apps', 'lazada', 'kecwa', 'tari', 'saldo', 'lazada', 'udah', 'hri', 'mas', 'dlm', 'proses', 'mohon', 'respon', 'devlopr']"
bagus banget,0,"['bagus', 'banget']"
aplikasi tolol ganggu orang,0,"['aplikasi', 'tolol', 'ganggu', 'orang']"
kirim produk rusak retur tgl april retur terima jual minggu selesai ecek barang retur terang bayar,0,"['kirim', 'produk', 'rusak', 'retur', 'tgl', 'april', 'retur', 'terima', 'jual', 'minggu', 'selesai', 'ecek', 'barang', 'retur', 'terang', 'bayar']"
buruk link iklan nyangkut,0,"['buruk', 'link', 'iklan', 'nyangkut']"
sumpah lazada iklan ngulang ganggu,0,"['sumpah', 'lazada', 'iklan', 'ngulang', 'ganggu']"
aplikasi,0,['aplikasi']
lazada paylater limit sedia update aplikasi kesini performa lazada buruk,0,"['lazada', 'paylater', 'limit', 'sedia', 'update', 'aplikasi', 'kesini', 'performa', 'lazada', 'buruk']"
harga rupiah ongkirnya rb helo voucher klaim pakai adain voucher coba jelasss,0,"['harga', 'rupiah', 'ongkirnya', 'rb', 'helo', 'voucher', 'klaim', 'pakai', 'adain', 'voucher', 'coba', 'jelasss']"
mending hapus iklan jls ganggu orang,0,"['mending', 'hapus', 'iklan', 'jls', 'ganggu', 'orang']"
bagus bnget apknya,1,"['bagus', 'bnget', 'apknya']"
mantap,1,['mantap']
lazada sy keluarga make aplikasi lazada tp semenjak tgl sampe skrg barang sy retur kabar y mas prosrs kirim k jual jalan kastamer perhati tolong donk jasa kirim retur tolong gerah proses kirim k penjualya simpel retur kirim ulang k sy org nunggunanya k jual y blom sampe barang returanya blum proses hadu kecewa bgt,0,"['lazada', 'sy', 'keluarga', 'make', 'aplikasi', 'lazada', 'tp', 'semenjak', 'tgl', 'sampe', 'skrg', 'barang', 'sy', 'retur', 'kabar', 'y', 'mas', 'prosrs', 'kirim', 'k', 'jual', 'jalan', 'kastamer', 'perhati', 'tolong', 'donk', 'jasa', 'kirim', 'retur', 'tolong', 'gerah', 'proses', 'kirim', 'k', 'penjualya', 'simpel', 'retur', 'kirim', 'ulang', 'k', 'sy', 'org', 'nunggunanya', 'k', 'jual', 'y', 'blom', 'sampe', 'barang', 'returanya', 'blum', 'proses', 'hadu', 'kecewa', 'bgt']"
stiap buka aplikasi iklan lazada mulu gw hpus dah apk lazada,0,"['stiap', 'buka', 'aplikasi', 'iklan', 'lazada', 'mulu', 'gw', 'hpus', 'dah', 'apk', 'lazada']"
paket dr minggu kirim klaim paket hilang suruh nunggu ganti status pesan kembali dana ribet chat cs lazada chat instagram cs lazada whatsapp gudang lokasi paket hilang responya imbal cs balas balas sm uda itikad sm dr lazada hati belanja lazada kembali dana apk buruk,0,"['paket', 'dr', 'minggu', 'kirim', 'klaim', 'paket', 'hilang', 'suruh', 'nunggu', 'ganti', 'status', 'pesan', 'kembali', 'dana', 'ribet', 'chat', 'cs', 'lazada', 'chat', 'instagram', 'cs', 'lazada', 'whatsapp', 'gudang', 'lokasi', 'paket', 'hilang', 'responya', 'imbal', 'cs', 'balas', 'balas', 'sm', 'uda', 'itikad', 'sm', 'dr', 'lazada', 'hati', 'belanja', 'lazada', 'kembali', 'dana', 'apk', 'buruk']"
barang batal kirim gantung,0,"['barang', 'batal', 'kirim', 'gantung']"
iklan ganggu,0,"['iklan', 'ganggu']"
maf akun hapus main main difitus lazada hapus sat nyaman spylter tolak,0,"['maf', 'akun', 'hapus', 'main', 'main', 'difitus', 'lazada', 'hapus', 'sat', 'nyaman', 'spylter', 'tolak']"
team tiga lazada paylater sopan tamu rumah lebaran kunjung tagih apa,0,"['team', 'tiga', 'lazada', 'paylater', 'sopan', 'tamu', 'rumah', 'lebaran', 'kunjung', 'tagih', 'apa']"
kirim paket minggu,0,"['kirim', 'paket', 'minggu']"
jelek,0,['jelek']
jelek,0,['jelek']
aplikasi anjing gausah iklan aplikasi ngga anjinkkk,0,"['aplikasi', 'anjing', 'gausah', 'iklan', 'aplikasi', 'ngga', 'anjinkkk']"
halo min mohon tingkat sistem keamananya kualitas seller karna modus mengatasnamakan lazada kerabat beli baju langsung orang beli produk tsb alhasil langsung arah chat wa tipu,0,"['halo', 'min', 'mohon', 'tingkat', 'sistem', 'keamananya', 'kualitas', 'seller', 'karna', 'modus', 'mengatasnamakan', 'lazada', 'kerabat', 'beli', 'baju', 'langsung', 'orang', 'beli', 'produk', 'tsb', 'alhasil', 'langsung', 'arah', 'chat', 'wa', 'tipu']"
ganggu iklan kontoll lajada babi,0,"['ganggu', 'iklan', 'kontoll', 'lajada', 'babi']"
sebenernya puas belanja cuman dar belanja pencet voucer gratis ongkir gagal mulu alasanny akun curiga trus v unistal pindah belah,0,"['sebenernya', 'puas', 'belanja', 'cuman', 'dar', 'belanja', 'pencet', 'voucer', 'gratis', 'ongkir', 'gagal', 'mulu', 'alasanny', 'akun', 'curiga', 'trus', 'v', 'unistal', 'pindah', 'belah']"
iklan ae,0,"['iklan', 'ae']"
pusing aplikasi suka i suruh instal mulu,0,"['pusing', 'aplikasi', 'suka', 'i', 'suruh', 'instal', 'mulu']"
nonaktif limit lazpaylater alas karna limitnta,0,"['nonaktif', 'limit', 'lazpaylater', 'alas', 'karna', 'limitnta']"
estimasi tanggal april apr informasi update,0,"['estimasi', 'tanggal', 'april', 'apr', 'informasi', 'update']"
sekali dapet diskon gede barang kemas licik emang ni,0,"['sekali', 'dapet', 'diskon', 'gede', 'barang', 'kemas', 'licik', 'emang', 'ni']"
lazada lol gw download lagu muncul lazada,0,"['lazada', 'lol', 'gw', 'download', 'lagu', 'muncul', 'lazada']"
lazada beli bedak kirim jepit bulu mata bantu lazada kendala alas aju kembali dana progres batal ganti kembali barang kasih sempat salah batal lepas tanggung ampun deh lazada tutup akun kyk gin,0,"['lazada', 'beli', 'bedak', 'kirim', 'jepit', 'bulu', 'mata', 'bantu', 'lazada', 'kendala', 'alas', 'aju', 'kembali', 'dana', 'progres', 'batal', 'ganti', 'kembali', 'barang', 'kasih', 'sempat', 'salah', 'batal', 'lepas', 'tanggung', 'ampun', 'deh', 'lazada', 'tutup', 'akun', 'kyk', 'gin']"
iklan spam ajg,0,"['iklan', 'spam', 'ajg']"
jembod download kesini mulu dr,0,"['jembod', 'download', 'kesini', 'mulu', 'dr']"
i ujuk guru om nuri bubu juru nur lku,0,"['i', 'ujuk', 'guru', 'om', 'nuri', 'bubu', 'juru', 'nur', 'lku']"
kaco lapak laza sy batal pesan kirim,0,"['kaco', 'lapak', 'laza', 'sy', 'batal', 'pesan', 'kirim']"
moga tokonye amanah ye,0,"['moga', 'tokonye', 'amanah', 'ye']"
kecewa beli paket data nunggu udah jm belm masuk masuk,0,"['kecewa', 'beli', 'paket', 'data', 'nunggu', 'udah', 'jm', 'belm', 'masuk', 'masuk']"
gimana vocer gratis ongkir ujung gunain siang eror update,0,"['gimana', 'vocer', 'gratis', 'ongkir', 'ujung', 'gunain', 'siang', 'eror', 'update']"
aplikasi kridit hp gk,0,"['aplikasi', 'kridit', 'hp', 'gk']"
bagus,1,['bagus']
ambil dana iya udah,0,"['ambil', 'dana', 'iya', 'udah']"
baka,1,['baka']
lazada oke lazpaylater payahhhhh payahhhh lo ahhh,0,"['lazada', 'oke', 'lazpaylater', 'payahhhhh', 'payahhhh', 'lo', 'ahhh']"
link lazada maksa download aneh,0,"['link', 'lazada', 'maksa', 'download', 'aneh']"
kadang sesuai pesan,0,"['kadang', 'sesuai', 'pesan']"
lazada kntlll mmk lh ppk,0,"['lazada', 'kntlll', 'mmk', 'lh', 'ppk']"
aplikasi mending shope tokopedia,0,"['aplikasi', 'mending', 'shope', 'tokopedia']"
akses lazada playleter,0,"['akses', 'lazada', 'playleter']"
iklan kirim sgt lambat deskripsi,0,"['iklan', 'kirim', 'sgt', 'lambat', 'deskripsi']"
apk kontl unfaedah,0,"['apk', 'kontl', 'unfaedah']"
susah masuk aplikasi lazada kode invalid udah nomor handphone,0,"['susah', 'masuk', 'aplikasi', 'lazada', 'kode', 'invalid', 'udah', 'nomor', 'handphone']"
pengirimanya banget ni udh,0,"['pengirimanya', 'banget', 'ni', 'udh']"
bintang ku kasih bintang layan buruk kurir ajg,0,"['bintang', 'ku', 'kasih', 'bintang', 'layan', 'buruk', 'kurir', 'ajg']"
deskripsi evaluasi,0,"['deskripsi', 'evaluasi']"
pingin download game crome lazada,0,"['pingin', 'download', 'game', 'crome', 'lazada']"
seller dilazada tipu bantu lazada tipu,0,"['seller', 'dilazada', 'tipu', 'bantu', 'lazada', 'tipu']"
udah update nggk klik,0,"['udah', 'update', 'nggk', 'klik']"
langgan lazada beli online lazada kecewa karnah iklan lazada nyampah akun mana salah klik langsung lazada lazada akan paksa orang belanja auto pindah belanja online karnah iklan lazada slalu nyampah ganggu,0,"['langgan', 'lazada', 'beli', 'online', 'lazada', 'kecewa', 'karnah', 'iklan', 'lazada', 'nyampah', 'akun', 'mana', 'salah', 'klik', 'langsung', 'lazada', 'lazada', 'akan', 'paksa', 'orang', 'belanja', 'auto', 'pindah', 'belanja', 'online', 'karnah', 'iklan', 'lazada', 'slalu', 'nyampah', 'ganggu']"
lazada ko sen langsung batal nunggu tuju penujual kecewa karna mes barang double udah ngajuin batal eh tolak jual,0,"['lazada', 'ko', 'sen', 'langsung', 'batal', 'nunggu', 'tuju', 'penujual', 'kecewa', 'karna', 'mes', 'barang', 'double', 'udah', 'ngajuin', 'batal', 'eh', 'tolak', 'jual']"
jelek jasa kirim jt barang hilang pake ninja bagus,0,"['jelek', 'jasa', 'kirim', 'jt', 'barang', 'hilang', 'pake', 'ninja', 'bagus']"
gk,0,['gk']
rusakkk gj,0,"['rusakkk', 'gj']"
lumayan,1,['lumayan']
lazada jual tipu,0,"['lazada', 'jual', 'tipu']"
iklan gangu anj,0,"['iklan', 'gangu', 'anj']"
jual ramah kirim bet,0,"['jual', 'ramah', 'kirim', 'bet']"
pakai ninjavanid kirim lambat lot ganti jasa kirim,0,"['pakai', 'ninjavanid', 'kirim', 'lambat', 'lot', 'ganti', 'jasa', 'kirim']"
kurir lazada kes paksa bayar orng mesen ninggalin duit saya suruh bsk ngedumel bayar emng titipin duit orng megang duit hubung gimana,0,"['kurir', 'lazada', 'kes', 'paksa', 'bayar', 'orng', 'mesen', 'ninggalin', 'duit', 'saya', 'suruh', 'bsk', 'ngedumel', 'bayar', 'emng', 'titipin', 'duit', 'orng', 'megang', 'duit', 'hubung', 'gimana']"
payqh,0,['payqh']
